,CAS,nombre,name,MW,MW_ref,H,HLC,H_ref,VP,VP_ref,MP,MP_ref,rho,rho_ref,Da,Dw,D_ref,Kd,Kd_ref,Koc,Koc_ref,logKoc,logKoc_ref,S,S_ref,B,tau,tau.,Kp,Kp_ref
102,108-95-2,Fenol,Phenol,94,PHYSPROP,0.000014,0.00000033,PHYSPROP,0.35,PHYSPROP,41,PHYSPROP,1.1,CRC89,0.083,0.00001,WATER 9,NA,,190,EPI,1.5,PHYSPROP,83000,PHYSPROP,0.016,0.35,0.85,0.0043,EPI
103,108-98-5,Bencenotiol,Benzenethiol,110,PHYSPROP,0.014,0.00034,EPI,1.9,PHYSPROP,-15,PHYSPROP,1.1,CRC89,0.073,0.0000095,WATER 9,NA,,230,EPI,2.5,PHYSPROP,840,PHYSPROP,0.072,0.44,1,0.018,EPI
104,109-66-0,Pentano,"Pentane, n-",72,PHYSPROP,51,1.3,PHYSPROP,510,PHYSPROP,-130,PHYSPROP,0.63,CRC89,0.082,0.0000088,WATER 9,NA,,72,EPI,3.4,PHYSPROP,38,PHYSPROP,0.36,0.27,0.64,0.11,EPI
105,109-69-3,"Butano, 1-cloro -","Chlorobutane, 1-",93,PHYSPROP,0.68,0.017,PHYSPROP,100,PHYSPROP,-120,PHYSPROP,0.89,CRC89,0.078,0.0000093,WATER 9,NA,,72,EPI,2.6,PHYSPROP,1100,PHYSPROP,0.1,0.35,0.83,0.027,EPI
106,109-77-3,Propanodinitrilo,Malononitrile,66,PHYSPROP,0.0000054,0.00000013,EPI,0.2,EPI,32,PHYSPROP,1.2,CRC89,0.12,0.000014,WATER 9,NA,,3.3,EPI,-0.6,PHYSPROP,130000,PHYSPROP,0.00083,0.25,0.59,0.00027,EPI
107,109-78-4,NA,Ethylene Cyanohydrin,71,PHYSPROP,0.00000031,7.5E-009,EPI,0.08,PHYSPROP,-46,PHYSPROP,1,CRC89,0.1,0.000012,WATER 9,NA,,1,EPI,-0.94,PHYSPROP,1000000,PHYSPROP,0.00048,0.26,0.63,0.00015,EPI
108,109-86-4,"Etanol, 2-metoxi -","Methoxyethanol, 2-",76,PHYSPROP,0.000013,0.00000033,PHYSPROP,9.5,PHYSPROP,-85,PHYSPROP,0.96,CRC89,0.095,0.000011,WATER 9,NA,,1,EPI,-0.77,PHYSPROP,1000000,PHYSPROP,0.0006,0.28,0.67,0.00018,EPI
109,109-99-9,"Furano, tetrahidro -",~Tetrahydrofuran,72,PHYSPROP,0.0029,0.000071,PHYSPROP,160,PHYSPROP,-110,PHYSPROP,0.88,CRC89,0.099,0.000011,WATER 9,NA,,11,EPI,0.46,PHYSPROP,1000000,PHYSPROP,0.0041,0.27,0.64,0.0013,EPI
110,110-00-9,Furano,~Furan,68,PHYSPROP,0.22,0.0054,EPI,600,PHYSPROP,-86,PHYSPROP,0.95,CRC89,0.1,0.000012,WATER 9,NA,,80,EPI,1.3,PHYSPROP,10000,PHYSPROP,0.016,0.25,0.61,0.0051,EPI
111,110-49-6,"Etanol, 2-metoxi-, 1-acetato","Methoxyethanol Acetate, 2-",120,PHYSPROP,0.000013,0.00000031,EPI,7,PHYSPROP,-65,PHYSPROP,1,CRC89,0.066,0.0000087,WATER 9,NA,,2.5,EPI,0.1,PHYSPROP,1000000,PHYSPROP,0.0017,0.48,1.2,0.0004,EPI
112,110-54-3,Hexano,"Hexane, N-",86,PHYSPROP,74,1.8,EPI,150,PHYSPROP,-95,PHYSPROP,0.66,CRC89,0.073,0.0000082,WATER 9,NA,,130,EPI,3.9,PHYSPROP,9.5,PHYSPROP,0.72,0.32,1.2,0.2,EPI
113,110-57-6,NA,"Dichloro-2-butene, trans-1,4-",130,PHYSPROP,0.027,0.00066,EPI,3.4,PHYSPROP,2,PHYSPROP,1.2,CRC89,0.066,0.0000093,WATER 9,NA,,130,EPI,2.6,PHYSPROP,850,PHYSPROP,0.071,0.53,1.3,0.017,EPI
114,110-80-5,"Etanol, 2-etoxi -","Ethoxyethanol, 2-",90,PHYSPROP,0.000019,0.00000047,PHYSPROP,5.3,PHYSPROP,-70,PHYSPROP,0.93,CRC89,0.082,0.0000097,WATER 9,NA,,1,EPI,-0.32,PHYSPROP,1000000,PHYSPROP,0.0011,0.34,0.81,0.0003,EPI
115,110-82-7,Ciclohexano,Cyclohexane,84,PHYSPROP,6.1,0.15,PHYSPROP,97,PHYSPROP,6.6,PHYSPROP,0.77,CRC89,0.08,0.0000091,WATER 9,NA,,150,EPI,3.4,PHYSPROP,55,PHYSPROP,0.36,0.31,0.75,0.1,EPI
116,110-83-8,Ciclohexeno,Cyclohexene,82,PHYSPROP,1.9,0.046,PHYSPROP,89,PHYSPROP,-100,PHYSPROP,0.81,NIOSH,0.083,0.0000095,WATER 9,NA,,150,EPI,2.9,PHYSPROP,210,PHYSPROP,0.15,0.3,0.73,0.043,EPI
117,110-86-1,Piridina,Pyridine,79,PHYSPROP,0.00045,0.000011,PHYSPROP,21,PHYSPROP,-42,PHYSPROP,0.98,CRC89,0.093,0.000011,WATER 9,NA,,72,EPI,0.65,PHYSPROP,1000000,PHYSPROP,0.0052,0.29,0.7,0.0015,EPI
118,11096-82-5,NA,~Aroclor 1260,400,PHYSPROP,0.014,0.00034,PHYSPROP,0.000041,PHYSPROP,160,EPI,1.6,ATSDR Profile,0.022,0.0000056,WATER 9,NA,,350000,EPI,7.6,PHYSPROP,0.014,PHYSPROP,7.5,17,77,0.99,EPI
119,11097-69-1,NA,~Aroclor 1254,330,PHYSPROP,0.012,0.00028,PHYSPROP,0.000077,PHYSPROP,130,EPI,1.5,ATSDR Profile,0.024,0.0000061,WATER 9,NA,,130000,EPI,6.5,PHYSPROP,0.043,PHYSPROP,5.2,7.1,31,0.75,EPI
120,111-15-9,"Etanol, 2-etoxi-, 1-acetato","Ethoxyethanol Acetate, 2-",130,PHYSPROP,0.00013,0.0000032,PHYSPROP,2,PHYSPROP,-62,PHYSPROP,0.97,CRC89,0.057,0.000008,WATER 9,NA,,4.5,EPI,0.59,PHYSPROP,190000,PHYSPROP,0.0031,0.58,1.4,0.0007,EPI
121,111-30-8,Pentanodial,Glutaraldehyde,100,PHYSPROP,0.0000013,0.000000033,PHYSPROP,0.6,PHYSPROP,-30,EPI,NA,,0.088,0.00001,WATER 9,NA,,1,EPI,-0.33,PHYSPROP,220000,PHYSPROP,0.0013,0.38,0.92,0.00033,EPI
122,111-42-2,"Etanol, 2,2 '-iminobis -",Diethanolamine,110,PHYSPROP,1.6E-009,3.9E-011,EPI,0.00028,PHYSPROP,28,PHYSPROP,1.1,CRC89,0.077,0.0000098,WATER 9,NA,,1,EPI,-1.4,PHYSPROP,1000000,PHYSPROP,0.00018,0.41,0.98,0.000045,EPI
123,111-44-4,"Etano, 1,1 '-oxibis [2-cloro -",Bis(2-chloroethyl)ether,140,PHYSPROP,0.0007,0.000017,EPI,1.6,PHYSPROP,-52,PHYSPROP,1.2,CRC89,0.057,0.0000087,WATER 9,NA,,32,EPI,1.3,PHYSPROP,17000,PHYSPROP,0.0082,0.66,1.6,0.0018,EPI
124,111-48-8,NA,Thiodiglycol,120,PHYSPROP,0.000000076,1.9E-009,PHYSPROP,0.0032,PHYSPROP,-10,PHYSPROP,1.2,CRC89,0.068,0.0000094,WATER 9,NA,,1,EPI,-0.63,PHYSPROP,1000000,PHYSPROP,0.00052,0.51,1.2,0.00012,EPI
125,111-69-3,Hexanodinitrilo,Adiponitrile,110,PHYSPROP,0.000000049,1.2E-009,EPI,0.00068,PHYSPROP,1,PHYSPROP,0.97,CRC89,0.071,0.000009,WATER 9,NA,,20,EPI,-0.32,PHYSPROP,80000,PHYSPROP,0.00095,0.42,1,0.00024,EPI
126,111-71-7,Heptanal,"Heptanal, n-",110,PHYSPROP,0.011,0.00027,PHYSPROP,3.5,PHYSPROP,-43,PHYSPROP,0.81,CRC89,0.062,0.0000078,WATER 9,NA,,11,EPI,2.3,PHYSPROP,1300,PHYSPROP,0.049,0.46,1.1,0.012,EPI
127,111-76-2,"Etanol, 2-butoxi -",Ethylene Glycol Monobutyl Ether,120,PHYSPROP,0.000065,0.0000016,PHYSPROP,0.88,PHYSPROP,-75,PHYSPROP,0.9,CRC89,0.063,0.0000081,WATER 9,NA,,2.8,EPI,0.83,PHYSPROP,1000000,PHYSPROP,0.0051,0.48,1.2,0.0012,EPI
128,111-77-3,"Etanol, 2 - (2-metoxietoxi) -","Ethanol, 2-(2-methoxyethoxy)-",120,PHYSPROP,6.7E-010,1.7E-011,PHYSPROP,0.25,PHYSPROP,-15,EPI,NA,,0.078,0.0000091,WATER 9,NA,,1,EPI,-1.2,PHYSPROP,1000000,PHYSPROP,0.00023,0.5,1.2,0.000054,EPI
129,111-84-2,Nonano,"Nonane, n-",130,PHYSPROP,140,3.4,EPI,4.5,PHYSPROP,-54,PHYSPROP,0.72,CRC89,0.051,0.0000068,WATER 9,NA,,800,EPI,5.7,PHYSPROP,0.22,PHYSPROP,7.4,0.55,2.5,1.7,EPI
130,111-90-0,"Etanol, 2 - (2-etoxietoxi) -",Diethylene Glycol Monoethyl Ether,130,PHYSPROP,0.00000091,0.000000022,EPI,0.13,PHYSPROP,-76,PHYSPROP,0.99,CRC89,0.056,0.000008,WATER 9,NA,,1,EPI,-0.54,PHYSPROP,1000000,PHYSPROP,0.00054,0.59,1.4,0.00012,EPI
131,111-91-1,"Etano, 1,1 '- [Metilenbis (oxi)] bis [2-cloro -",Bis(2-chloroethoxy)methane,170,PHYSPROP,0.00016,0.0000039,EPI,0.13,EPI,-32,PHYSPROP,NA,,0.061,0.0000071,WATER 9,NA,,14,EPI,1.3,PHYSPROP,7800,PHYSPROP,0.0062,0.98,2.4,0.0012,EPI
132,11104-28-2,NA,~Aroclor 1221,190,PHYSPROP,0.0093,0.00023,PHYSPROP,0.0067,PHYSPROP,34,EPI,1.2,ATSDR Profile,0.032,0.0000072,WATER 9,NA,,8400,EPI,4.7,PHYSPROP,15,PHYSPROP,0.89,1.2,4.6,0.17,EPI
133,11126-42-4,NA,~Aroclor 5460,540,PubChem,0.0051,0.00013,PHYSPROP,0.0000085,PHYSPROP,120,EPI,1.5,PPRTV,0.018,0.0000044,WATER 9,NA,,81000,EPI,6.3,PHYSPROP,0.053,PHYSPROP,5.2,110,490,0.58,EPI
134,1114-71-2,"Ácido carbamotióico, N-butil-N-etil-, S-propil éster",Pebulate,200,PHYSPROP,0.0097,0.00024,EPI,0.089,PHYSPROP,71,EPI,0.95,CRC89,0.024,0.0000061,WATER 9,NA,,300,EPI,3.8,PHYSPROP,100,PHYSPROP,0.22,1.4,3.5,0.04,EPI
135,11141-16-5,NA,~Aroclor 1232,190,PHYSPROP,0.03,0.00074,EPI,0.0041,PHYSPROP,34,EPI,1.3,ATSDR Profile,0.033,0.0000075,WATER 9,NA,,8400,EPI,4.4,PHYSPROP,1.5,PHYSPROP,0.89,1.2,4.6,0.17,EPI
136,1116-54-7,"Etanol, 2,2 '- (nitrosoimino) bis -","Nitrosodiethanolamine, N-",130,PHYSPROP,2E-010,4.9E-012,PHYSPROP,0.0005,PHYSPROP,82,EPI,NA,,0.073,0.0000085,WATER 9,NA,,1,EPI,-1.3,PHYSPROP,1000000,PHYSPROP,0.00017,0.59,1.4,0.000039,EPI
137,112-27-6,"Etanol, 2,2 '- [1,2-Etanodiilbis (oxi)] bis -",Triethylene Glycol,150,PHYSPROP,1.3E-009,3.2E-011,PHYSPROP,0.0013,PHYSPROP,-7,PHYSPROP,1.1,CRC89,0.051,0.0000081,WATER 9,NA,,10,EPI,-1.8,PHYSPROP,1000000,PHYSPROP,0.000073,0.73,1.8,0.000016,EPI
138,112-34-5,"Etanol, 2 - (2-butoxietoxi) -",Diethylene Glycol Monobutyl Ether,160,PHYSPROP,0.00000029,7.2E-009,PHYSPROP,0.022,PHYSPROP,-68,PHYSPROP,0.96,CRC89,0.041,0.000007,WATER 9,NA,,10,EPI,0.56,PHYSPROP,1000000,PHYSPROP,0.0022,0.85,2,0.00045,EPI
139,113-00-8,NA,Guanidine,59,PHYSPROP,0.000000001,2.3E-011,PHYSPROP,2.2,PHYSPROP,50,PHYSPROP,1.6,GuideChem,0.14,0.000017,WATER 9,NA,,12,EPI,-1.6,PHYSPROP,1800,PHYSPROP,0.00018,0.23,0.54,0.00006,EPI
140,114-26-1,"Fenol, 2-(1-metiletoxi)-, 1-(N-metilcarbamato)","Phenol, 2-(1-methylethoxy)-, methylcarbamate",210,PHYSPROP,0.000000058,1.4E-009,EPI,0.000021,PHYSPROP,90,PHYSPROP,1.1,CRC89,0.026,0.0000066,WATER 9,NA,,60,EPI,1.5,PHYSPROP,1900,PHYSPROP,0.006,1.6,3.7,0.0011,EPI
141,115-07-1,1-propeno,Propylene,42,PHYSPROP,8,0.2,PHYSPROP,8700,PHYSPROP,-190,PHYSPROP,0.51,CRC89,0.11,0.000011,WATER 9,NA,,22,EPI,1.8,PHYSPROP,200,PHYSPROP,0.034,0.18,0.43,0.014,EPI
142,115-29-7,"6,9-metano-2,4,3-benzodioxatiepin, 6,7,8,9,10,10-hexacloro-1, 5,5a,6,9,9a-hexahidro-, 3-óxido",Endosulfan,410,PHYSPROP,0.0027,0.000065,PHYSPROP,0.00000017,PHYSPROP,110,PHYSPROP,1.7,CRC89,0.022,0.0000058,WATER 9,NA,,6800,EPI,3.8,PHYSPROP,0.33,PHYSPROP,0.022,20,48,0.0029,EPI
143,115-96-8,NA,Tris(2-chloroethyl)phosphate,290,PHYSPROP,0.00013,0.0000033,EPI,0.061,PHYSPROP,-55,PHYSPROP,1.4,CRC89,0.024,0.0000062,WATER 9,NA,,390,EPI,1.4,PHYSPROP,7000,PHYSPROP,0.0023,4.2,10,0.00036,EPI
144,116-06-3,"Propanal, 2-metil-2-(metiltio) -, O-[(metilamino) carbonil] oxima",Aldicarb,190,PHYSPROP,0.000000059,1.4E-009,EPI,0.000035,PHYSPROP,99,PHYSPROP,1.2,CRC89,0.032,0.0000072,WATER 9,NA,,25,EPI,1.1,PHYSPROP,6000,PHYSPROP,0.004,1.2,2.9,0.00076,EPI
145,1163-19-5,"Benceno, 1,1'-oxibis[2,3,4,5,6-pentabromo-","Decabromodiphenyl ether, 2,2',3,3',4,4',5,5',6,6'- (BDE-209)",960,PHYSPROP,0.00000049,0.000000012,PHYSPROP,4.7E-012,PHYSPROP,310,PHYSPROP,3,IRIS Profile,0.019,0.0000048,WATER 9,NA,,280000,EPI,12,PHYSPROP,0.0001,PHYSPROP,8.6,25000,110000,0.73,EPI
146,117-81-7,"Ácido 1,2-bencenodicarboxílico, 1,2-bis (2-etilhexil) éster",~Bis(2-ethylhexyl)phthalate,390,PHYSPROP,0.000011,0.00000027,EPI,0.00000014,PHYSPROP,-55,PHYSPROP,0.98,CRC89,0.017,0.0000042,WATER 9,NA,,120000,EPI,7.6,PHYSPROP,0.27,PHYSPROP,8.6,16,73,1.1,EPI
147,117-84-0,"Ácido 1,2-bencenodicarboxílico, 1,2-dioctilo éster","~Octyl Phthalate, di-N-",390,PHYSPROP,0.00011,0.0000026,EPI,0.0000001,PHYSPROP,25,PHYSPROP,NA,,0.036,0.0000042,WATER 9,NA,,140000,EPI,8.1,PHYSPROP,0.022,PHYSPROP,18,16,75,2.4,EPI
148,118-74-1,"Benceno, 1,2,3,4,5,6-hexacloro -",Hexachlorobenzene,280,PHYSPROP,0.07,0.0017,PHYSPROP,0.000018,PHYSPROP,230,PHYSPROP,2,CRC89,0.029,0.0000078,WATER 9,NA,,6200,EPI,5.7,PHYSPROP,0.0062,PHYSPROP,1.6,4.1,17,0.25,EPI
149,118-75-2,NA,Chloranil,250,PHYSPROP,0.000000013,3.3E-010,PHYSPROP,0.0000023,PHYSPROP,290,PHYSPROP,NA,,0.048,0.0000057,WATER 9,NA,,310,EPI,2.2,PHYSPROP,250,PHYSPROP,0.012,2.5,6,0.0019,EPI
150,118-79-6,"Fenol, 2,4,6-tribromo -","Tribromophenol, 2,4,6-",330,PHYSPROP,0.0000015,0.000000036,PHYSPROP,0.0003,PHYSPROP,96,PHYSPROP,2.6,CRC89,0.03,0.0000082,WATER 9,NA,,810,EPI,4.1,PHYSPROP,70,PHYSPROP,0.085,7.5,18,0.012,EPI
151,118-96-7,"Benceno, 2-metil-1 ,3,5-trinitro -","Trinitrotoluene, 2,4,6-",230,PHYSPROP,0.00000085,0.000000021,EPI,0.000008,PHYSPROP,80,PHYSPROP,1.7,CRC89,0.03,0.0000079,WATER 9,NA,,2800,EPI,1.6,PHYSPROP,120,PHYSPROP,0.0056,2,4.7,0.00096,EPI
152,119-90-4,"[1,1 '-bifenil] -4,4'-diamina, 3,3 '-dimetoxi -","Dimethoxybenzidine, 3,3'-",240,PHYSPROP,1.9E-009,4.7E-011,PHYSPROP,0.00000013,PHYSPROP,140,PHYSPROP,NA,,0.049,0.0000057,WATER 9,NA,,510,EPI,1.8,PHYSPROP,60,PHYSPROP,0.0064,2.5,5.9,0.0011,EPI
153,119-93-7,"[1,1 '-bifenil] -4,4'-diamina, 3,3 '-dimetil -","Dimethylbenzidine, 3,3'-",210,PHYSPROP,2.6E-009,6.3E-011,PHYSPROP,0.00000069,PHYSPROP,130,PHYSPROP,NA,,0.053,0.0000062,WATER 9,NA,,3200,EPI,2.3,PHYSPROP,1300,PHYSPROP,0.02,1.6,3.9,0.0036,EPI
154,120-12-7,Antraceno,~Anthracene,180,PHYSPROP,0.0023,0.000056,PHYSPROP,0.0000065,EPI,220,PHYSPROP,1.3,CRC89,0.039,0.0000079,WATER 9,NA,,16000,EPI,4.5,PHYSPROP,0.043,PHYSPROP,0.73,1,4.1,0.14,EPI
155,120-61-6,"Ácido 1,4-bencenodicarboxílico, 1,4-dimetil éster",~Dimethylterephthalate,190,PHYSPROP,0.0055,0.00013,EPI,0.01,PHYSPROP,140,PHYSPROP,1.1,CRC89,0.029,0.0000067,WATER 9,NA,,31,EPI,2.3,PHYSPROP,19,PHYSPROP,0.021,1.3,3.1,0.004,EPI
156,120-82-1,"Benceno, 1,2,4-tricloro -","Trichlorobenzene, 1,2,4-",180,PHYSPROP,0.058,0.0014,PHYSPROP,0.46,PHYSPROP,17,PHYSPROP,1.5,CRC89,0.04,0.0000084,WATER 9,NA,,1400,EPI,4,PHYSPROP,49,PHYSPROP,0.37,1.1,2.6,0.071,EPI
157,120-83-2,"Fenol, 2,4-dicloro -","Dichlorophenol, 2,4-",160,PHYSPROP,0.00018,0.0000043,EPI,0.09,PHYSPROP,45,PHYSPROP,1.4,PERRY,0.049,0.0000087,WATER 9,NA,,150,SSL,3.1,PHYSPROP,5600,PHYSPROP,0.1,0.86,2.1,0.021,EPI
158,12035-72-2,Sulfuro de níquel (Ni3S2),Nickel Subsulfide,240,CRC89,NA,NA,,NA,,790,CRC89,5.9,CRC89,NA,NA,,NA,,NA,,NA,,NA,,0.0012,2.3,5.6,0.0002,RAGSE
159,12039-52-0,Seleniuro de talio (TlSe),Thallium Selenite,280,EPI,NA,NA,,NA,,330,CRC89,NA,,NA,NA,,NA,,NA,,NA,,NA,,0.0065,4.1,9.7,0.001,RAGSE
160,12054-48-7,NA,Nickel Hydroxide,93,WebBook,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,NA,,0.0037,0.35,0.83,0.001,RAGSE
161,121-14-2,"Benceno, 1-metil-2 ,4-dinitro -","Dinitrotoluene, 2,4-",180,PHYSPROP,0.0000022,0.000000054,PHYSPROP,0.00015,PHYSPROP,71,PHYSPROP,1.3,CRC89,0.038,0.0000079,WATER 9,NA,,580,EPI,2,PHYSPROP,200,PHYSPROP,0.016,1.1,2.6,0.0031,EPI
162,121-44-8,"Etanamina, N, N-dietil -",Triethylamine,100,PHYSPROP,0.0061,0.00015,PHYSPROP,57,PHYSPROP,-110,PHYSPROP,0.73,CRC89,0.066,0.0000079,WATER 9,NA,,51,EPI,1.5,PHYSPROP,69000,PHYSPROP,0.015,0.39,0.93,0.0039,EPI
163,121-69-7,"Bencenamina, N, N-dimetil -","Dimethylaniline, N,N-",120,PHYSPROP,0.0023,0.000057,EPI,0.7,PHYSPROP,2.5,PHYSPROP,0.96,CRC89,0.063,0.0000083,WATER 9,NA,,79,EPI,2.3,PHYSPROP,1500,PHYSPROP,0.047,0.5,1.2,0.011,EPI
164,121-75-5,"Ácido butanodióico, 2-[(dimetoxifosfinotioil) tio]-, 1,4-dietil éster",Malathion,330,PHYSPROP,0.0000002,4.9E-009,PHYSPROP,0.0000034,PHYSPROP,2.8,PHYSPROP,1.2,CRC89,0.021,0.0000052,WATER 9,NA,,31,EPI,2.4,PHYSPROP,140,PHYSPROP,0.0057,7.4,18,0.00081,EPI
165,121-82-4,"1,3,5-triazina, hexahidro-1 ,3,5-trinitro -","Hexahydro-1,3,5-trinitro-1,3,5-triazine (RDX)",220,PHYSPROP,8.2E-010,2E-011,EPI,4.1E-009,EPI,210,PHYSPROP,1.8,CRC89,0.031,0.0000085,WATER 9,NA,,89,EPI,0.87,PHYSPROP,60,PHYSPROP,0.0019,1.8,4.4,0.00034,EPI
166,12122-67-7,"Cinc, [N-[2 - [(ditiocarboxi) amino] etil] carbamoditioato (2 -) -. kS,. kS '] -",Zineb,280,PHYSPROP,0.00000011,2.7E-009,PHYSPROP,0.000000075,PHYSPROP,160,EPI,NA,,0.045,0.0000052,WATER 9,NA,,1300,EPI,1.3,PHYSPROP,10,PHYSPROP,0.0021,3.7,8.8,0.00033,EPI
167,122-34-9,"1,3,5-triazina-2 ,4-diamina, 6-cloro-N2, N4-dietil -",Simazine,200,PHYSPROP,0.000000039,9.4E-010,EPI,0.000000022,PHYSPROP,230,PHYSPROP,1.3,CRC89,0.028,0.0000074,WATER 9,NA,,150,EPI,2.2,PHYSPROP,6.2,PHYSPROP,0.018,1.4,3.4,0.0033,EPI
168,122-39-4,"Bencenamina, N-fenil -",Diphenylamine,170,PHYSPROP,0.00011,0.0000027,EPI,0.00067,PHYSPROP,53,PHYSPROP,1.2,CRC89,0.042,0.0000076,WATER 9,NA,,830,EPI,3.5,PHYSPROP,53,PHYSPROP,0.19,0.93,2.2,0.037,EPI
169,122-42-9,"Ácido carbámico, N-fenil-, 1-metiletil éster",Propham,180,PHYSPROP,0.0000075,0.00000018,EPI,0.00014,PHYSPROP,87,PHYSPROP,1.1,CRC89,0.036,0.0000071,WATER 9,NA,,220,EPI,2.6,PHYSPROP,180,PHYSPROP,0.043,1.1,2.5,0.0083,EPI
170,122-66-7,"Hidracina, 1,2-difenil -","Diphenylhydrazine, 1,2-",180,PHYSPROP,0.00002,0.00000048,EPI,0.00044,EPI,130,PHYSPROP,1.2,CRC89,0.034,0.0000072,WATER 9,NA,,1500,EPI,2.9,PHYSPROP,220,PHYSPROP,0.068,1.1,2.7,0.013,EPI
171,123-30-8,"Fenol, 4-amino -","Aminophenol, p-",110,PHYSPROP,0.000000015,3.6E-010,EPI,0.00004,EPI,190,PHYSPROP,NA,,0.083,0.0000097,WATER 9,NA,,90,EPI,0.04,PHYSPROP,16000,PHYSPROP,0.0016,0.43,1,0.00041,EPI
172,123-31-9,"1,4-Bencenodiol",Hydroquinone,110,PHYSPROP,1.9E-009,4.7E-011,EPI,0.000024,EPI,170,PHYSPROP,1.3,CRC89,0.08,0.000011,WATER 9,NA,,240,EPI,0.59,PHYSPROP,72000,PHYSPROP,0.0038,0.43,1,0.00093,EPI
173,123-33-1,"3,6-Piridazindiona, 1,2-dihidro-",Maleic Hydrazide,110,PHYSPROP,1.1E-009,2.7E-011,PHYSPROP,0.0000028,PHYSPROP,310,PHYSPROP,NA,,0.082,0.0000095,WATER 9,NA,,3.3,EPI,-0.84,PHYSPROP,4500,PHYSPROP,0.00042,0.45,1.1,0.0001,EPI
174,123-38-6,Propanal,Propionaldehyde,58,PHYSPROP,0.003,0.000073,PHYSPROP,320,PHYSPROP,-80,PHYSPROP,0.87,CRC89,0.11,0.000012,WATER 9,NA,,1,EPI,0.59,PHYSPROP,310000,PHYSPROP,0.0053,0.22,0.53,0.0018,EPI
175,123-73-9,"2-butenal, (2E) -","Crotonaldehyde, trans-",70,PHYSPROP,0.00079,0.000019,PHYSPROP,30,PHYSPROP,-76,PHYSPROP,0.85,CRC89,0.096,0.000011,WATER 9,NA,,1.8,EPI,0.6,PHYSPROP,150000,PHYSPROP,0.0051,0.26,0.62,0.0016,EPI
176,123-77-3,"1,2-Diacenodicarboxamida",Azodicarbonamide,120,PHYSPROP,3.4E-011,8.2E-013,EPI,1.9E-010,PHYSPROP,210,EPI,1.7,GuideChem,0.083,0.000012,WATER 9,NA,,70,EPI,-1.7,PHYSPROP,35,PHYSPROP,0.00011,0.47,1.1,0.000026,EPI
177,123-91-1,"1,4-Dioxano","Dioxane, 1,4-",88,PHYSPROP,0.0002,0.0000048,PHYSPROP,38,PHYSPROP,12,PHYSPROP,1,CRC89,0.087,0.000011,WATER 9,NA,,2.6,EPI,-0.27,PHYSPROP,1000000,PHYSPROP,0.0012,0.33,0.79,0.00033,EPI
178,124-04-9,Ácido hexanodioico,Hexanedioic Acid,150,PHYSPROP,1.9E-010,4.7E-012,EPI,0.00000032,EPI,150,PHYSPROP,1.4,CRC89,0.058,0.0000092,WATER 9,NA,,24,EPI,0.08,PHYSPROP,31000,PHYSPROP,0.0012,0.69,1.7,0.00027,EPI
179,124-48-1,"Metano, dibromocloro -",Dibromochloromethane,210,PHYSPROP,0.032,0.00078,PHYSPROP,5.5,PHYSPROP,-20,PHYSPROP,2.5,CRC89,0.037,0.000011,WATER 9,NA,,32,EPI,2.2,PHYSPROP,2700,PHYSPROP,0.016,1.5,3.7,0.0029,EPI
180,124-58-3,NA,Methylarsonic acid,140,PHYSPROP,NA,NA,,0.0016,PHYSPROP,160,PHYSPROP,NA,,0.07,0.0000082,WATER 9,NA,,44,EPI,-1.2,PHYSPROP,260000,PHYSPROP,0.00019,0.64,1.5,0.000042,EPI
181,12427-38-2,"Manganeso, [N-[2 - [(ditiocarboxi) amino] etil] carbamoditioato (2 -) -kS,kS '] -",Maneb,300,PHYSPROP,0.0000002,4.9E-009,PHYSPROP,0.000000075,PHYSPROP,200,EPI,NA,,0.043,0.000005,WATER 9,NA,,610,EPI,0.62,PHYSPROP,6,PHYSPROP,0.0051,4.7,11,0.00077,EPI
182,126-33-0,NA,Sulfolane,120,PHYSPROP,0.0002,0.0000049,PHYSPROP,0.0041,EPI,28,PHYSPROP,1.3,CRC89,0.072,0.0000099,WATER 9,NA,,9.1,EPI,-0.77,PHYSPROP,1000000,PHYSPROP,0.00043,0.5,1.2,0.0001,EPI
183,126-72-7,"1-propanol, 2,3-dibromo-, 1,1 ', 1''-fosfato","Tris(2,3-dibromopropyl)phosphate",700,PHYSPROP,0.00089,0.000022,EPI,0.00019,PHYSPROP,5.5,PHYSPROP,2.3,PubChem,0.019,0.0000049,WATER 9,NA,,9700,EPI,4.3,PHYSPROP,8,PHYSPROP,0.0014,850,2000,0.00014,EPI
184,126-73-8,Ðster de Ácido fosfórico de tributilo,Tributyl Phosphate,270,PHYSPROP,0.000058,0.0000014,EPI,0.0011,PHYSPROP,-79,PHYSPROP,0.97,CRC89,0.021,0.0000052,WATER 9,NA,,2400,EPI,4,PHYSPROP,280,PHYSPROP,0.14,3.3,7.8,0.023,EPI
185,126-98-7,"2-propenonitrilo, 2-metil -",Methacrylonitrile,67,PHYSPROP,0.01,0.00025,EPI,71,PHYSPROP,-36,PHYSPROP,0.8,CRC89,0.096,0.000011,WATER 9,NA,,13,EPI,0.68,PHYSPROP,25000,PHYSPROP,0.0059,0.25,0.6,0.0019,EPI
